   BENCHMARK INFORMATION
Ultimate
benchmark definition:    benchmark-defs/Ultimate.xml
name:                    Ultimate
run sets:                thesis-all
date:                    Mon, 2023-04-17 20:43:44 EDT
tool:                    Ultimate 0.2.3-863304a1
tool executable:         /home/rjf/fast/ultimate/UAutomizer-linux/Ultimate.py
options:
resource limits:
- time:                  900 s
hardware requirements:
------------------------------------------------------------

   SYSTEM INFORMATION
host:                    louvre
os:                      Linux-5.4.0-146-generic-x86_64-with-glibc2.29
cpu:                     Intel Xeon CPU E5-1607 v3 @ 3.10GHz
- cores:                 4
- max frequency:         3100.0 MHz
ram:                     33594.343424000006 MB
------------------------------------------------------------



thesis-all
Run set 1 of 1 with options '' and propertyfile 'None'

inputfile                                                 status                       cpu time   wall time        host
loop-lit/gsv2008.c.i.p+cfa-reducer.yml                    true                            11.79        4.99        None
loop-lit/gsv2008.c.i.v+cfa-reducer.yml                    true                            12.49        4.89        None
loop-lit/gsv2008.c.i.v+lhb-reducer.yml                    true                            12.30        5.07        None
loop-lit/gsv2008.yml                                      true                            11.82        4.92        None
loop-lit/hhk2008.yml                                      true                            14.57        6.34        None
loop-lit/jm2006.c.i.v+cfa-reducer.yml                     true                            13.32        5.29        None
loop-lit/jm2006.yml                                       true                            12.76        5.27        None
loop-lit/jm2006_variant.yml                               true                            15.26        6.22        None
loop-new/count_by_1.yml                                   true                            12.22        4.96        None
loop-new/count_by_1_variant.yml                           true                            11.53        4.85        None
loop-new/count_by_2.yml                                   TIMEOUT                        245.36      181.00        None
loop-new/count_by_k.yml                                   TIMEOUT                        239.59      181.00        None
loop-new/count_by_nondet.yml                              TIMEOUT                        243.32      181.01        None
loop-new/gauss_sum.i.p+cfa-reducer.yml                    true                            13.81        6.37        None
loop-new/gauss_sum.i.p+lhb-reducer.yml                    true                            14.74        6.25        None
loop-new/gauss_sum.i.v+cfa-reducer.yml                    true                            13.97        5.97        None
loop-new/gauss_sum.yml                                    true                            15.46        6.55        None
loop-new/half.yml                                         true                            20.02        7.81        None
loop-new/nested-1.yml                                     TIMEOUT                        206.02      181.00        None
loop-industry-pattern/mod3.c.v+cfa-reducer.yml            true                            19.31        8.58        None
loop-industry-pattern/mod3.c.v+lhb-reducer.yml            true                            18.57        9.48        None
loop-industry-pattern/mod3.c.v+sep-reducer.yml            true                            12.75        5.05        None
loop-industry-pattern/mod3.yml                            true                            13.01        5.38        None
loop-invariants/bin-suffix-5.yml                          true                            23.56        9.41        None
loop-invariants/const.yml                                 true                            11.36        4.52        None
loop-invariants/eq1.yml                                   true                            11.29        4.57        None
loop-invariants/eq2.yml                                   true                            11.83        4.59        None
loop-invariants/even.yml                                  true                            12.19        5.07        None
loop-invariants/linear-inequality-inv-a.yml               TIMEOUT                        207.86      181.00        None
loop-invariants/linear-inequality-inv-b.yml               false(unreach-call)             11.85        5.02        None
loop-invariants/mod4.yml                                  true                            12.14        4.99        None
loop-invariants/odd.yml                                   true                            11.22        4.55        None
loop-simple/deep-nested.yml                               TIMEOUT                        228.04      181.00        None
loop-simple/nested_1.yml                                  true                            11.48        4.90        None
loop-simple/nested_1b.yml                                 false(unreach-call)             12.32        5.19        None
loop-simple/nested_2.yml                                  true                            20.05        7.81        None
loop-simple/nested_3.yml                                  true                            43.94       18.71        None
loop-simple/nested_4.yml                                  true                           184.42      142.74        None
loop-simple/nested_5.yml                                  TIMEOUT                        265.26      181.00        None
loop-simple/nested_6.yml                                  TIMEOUT                        293.99      181.01        None
loop-zilu/benchmark02_linear.yml                          true                            10.74        4.46        None
loop-zilu/benchmark02_linear_abstracted.yml               true                            10.67        4.46        None
loop-zilu/benchmark04_conjunctive.yml                     true                            12.84        5.33        None
loop-zilu/benchmark05_conjunctive.yml                     true                            14.07        5.71        None
loop-zilu/benchmark09_conjunctive.yml                     true                            12.38        5.17        None
loop-zilu/benchmark10_conjunctive.yml                     true                            13.79        5.72        None
loop-zilu/benchmark11_linear.yml                          true                            11.94        5.02        None
loop-zilu/benchmark11_linear_abstracted.yml               true                            11.01        4.59        None
loop-zilu/benchmark14_linear.yml                          true                            11.40        4.38        None
