tool		CRAMC 	CRAMC 	CRAMC 	CRAMC 	CRAMC 	Mcmillan 	Mcmillan 	Mcmillan 	Mcmillan 	Mcmillan 	Ultimate 0.2.3-863304a1	Ultimate 0.2.3-863304a1	Ultimate 0.2.3-863304a1	Ultimate 0.2.3-863304a1	Ultimate 0.2.3-863304a1
run set		CRAMC.thesis-all	CRAMC.thesis-all	CRAMC.thesis-all	CRAMC.thesis-all	CRAMC.thesis-all	Mcmillan.accel	Mcmillan.accel	Mcmillan.accel	Mcmillan.accel	Mcmillan.accel	Ultimate.thesis-all	Ultimate.thesis-all	Ultimate.thesis-all	Ultimate.thesis-all	Ultimate.thesis-all
tasks/		status	cputime (s)	walltime (s)	memory (MB)	cpuenergy (J)	status	cputime (s)	walltime (s)	memory (MB)	cpuenergy (J)	status	cputime (s)	walltime (s)	memory (MB)	cpuenergy (J)
loop-invariants/eq1.yml	true	true	0.431331167	0.3660817800118821	200.556544	10.168823						true	11.294137402	4.5655185939976946	280.199168	167.165344
loop-invariants/eq2.yml	true	true	0.36513854	0.2970097279903712	163.639296	8.383301						true	11.827995613	4.5911665439998615	294.248448	169.444275
loop-invariants/even.yml	true	true	0.376309128	0.30920517598860897	199.565312	8.878235						true	12.190804311	5.070833172998391	268.939264	180.475037
loop-invariants/linear-inequality-inv-a.yml	true	false	0.79343519	0.6639068169897655	505.315328	18.345703						TIMEOUT	207.8559696	181.0044288909994	512.651264	4993.429565
loop-invariants/linear-inequality-inv-b.yml	false	false	0.788964534	0.6472653030068614	505.356288	18.502808						false(unreach-call)	11.84579309	5.01738035499875	307.179520	175.493652
loop-invariants/mod4.yml	true	true	0.37217264	0.30606130399974063	199.806976	8.806458						true	12.141529741	4.994305330998031	307.208192	177.527649
loop-invariants/odd.yml	true	true	0.375040026	0.30906510799832176	199.598080	8.848206						true	11.217378019	4.551959705000627	287.424512	166.204529
loop-simple/deep-nested.yml	false	TIMEOUT	181.001122536	181.11009222200664	2512.273408	4706.270874						TIMEOUT	228.044561374	181.00445023599605	3366.559744	5195.597839
loop-simple/nested_1.yml	true	true	0.391525959	0.31908777500211727	251.895808	9.199280						true	11.477713981	4.896358156998758	332.275712	170.741760
loop-simple/nested_1b.yml	false	false	0.399812339	0.328026838004007	251.179008	9.456665						false(unreach-call)	12.321480839	5.193489400000544	292.175872	181.865173
loop-simple/nested_2.yml	true	true	0.60656384	0.5407998469891027	561.242112	14.873474						true	20.052823839	7.812615563998406	348.864512	285.883850
loop-simple/nested_3.yml	true	true	0.930520725	0.8612739100062754	962.957312	22.529480						true	43.938202786	18.709419582999544	617.574400	691.356262
loop-simple/nested_4.yml	true	true	1.380632332	1.3094932319945656	1459.437568	33.815186						true	184.423500469	142.73626174899982	1051.529216	4247.252136
loop-simple/nested_5.yml	true	true	1.98991603	1.9281467480032006	2050.097152	50.963867						TIMEOUT	265.260948681	181.00449308800307	10289.467392	5462.505127
loop-simple/nested_6.yml	true	true	2.787374671	2.7201435360038886	2735.452160	69.994690						TIMEOUT	293.991895601	181.006164831997	17026.801664	5615.166809
loop-zilu/benchmark02_linear.yml	true	true	0.396246894	0.3309398900019005	252.149760	9.418213						true	10.737989575	4.463583935998031	278.138880	159.863342
loop-zilu/benchmark02_linear_abstracted.yml	true	true	0.322518718	0.25446005498815794	142.692352	7.500732						true	10.672560106	4.456100256997161	278.372352	159.022156
loop-zilu/benchmark04_conjunctive.yml	true	true	0.451730104	0.3850525840098271	358.641664	10.781372						true	12.841852105	5.325893699002336	304.152576	187.207031
loop-zilu/benchmark05_conjunctive.yml	true	false	0.435434322	0.3675386530085234	288.481280	10.420959						true	14.07171051	5.71432741299941	289.529856	204.265198
loop-zilu/benchmark09_conjunctive.yml	true	true	0.449485043	0.3924077639967436	341.118976	10.903198						true	12.383347347	5.165639630002261	302.161920	181.707642
loop-zilu/benchmark10_conjunctive.yml	true	true	0.47525975	0.4092210610106122	411.856896	11.356140						true	13.788096043	5.723990248996415	298.143744	202.404846
loop-zilu/benchmark11_linear.yml	true	true	0.409595977	0.34305921000486705	287.461376	9.640991						true	11.935459246	5.015318589001254	309.145600	176.039917
loop-zilu/benchmark11_linear_abstracted.yml	true	true	0.340378308	0.2758450130058918	178.458624	7.803955						true	11.009041326	4.586524805999943	288.448512	165.049194
loop-zilu/benchmark14_linear.yml	true	true	0.387091882	0.3189666090038372	251.879424	9.018555						true	11.404153542	4.384577919998264	275.390464	166.226379
loop-zilu/benchmark17_conjunctive.yml	true	true	0.426096161	0.36197737300244626	287.469568	10.233093						true	11.224735515	4.5742840050006635	308.436992	166.710449
loop-zilu/benchmark18_conjunctive.yml	true	true	0.444012362	0.3787092510028742	323.751936	10.639160						true	12.265878395	5.085768420001841	312.295424	180.798828
loop-zilu/benchmark19_conjunctive.yml	true	true	0.47896179	0.4094725559989456	394.104832	11.365784						true	14.508874476	5.842767861999164	297.156608	209.465393
loop-zilu/benchmark20_conjunctive.yml	true	true	0.472010557	0.40678597199439537	393.961472	11.252563						true	11.551821486	4.869586280001386	299.200512	172.272705
loop-zilu/benchmark23_conjunctive.yml	true	true	0.420647691	0.3647068220016081	287.916032	10.055786						true	60.356118568	27.360866457995144	476.368896	997.105713
loop-zilu/benchmark25_linear.yml	true	true	0.404637343	0.33962729999620933	287.694848	9.418030						true	11.870191233	4.9268769760019495	305.229824	175.569885
loop-zilu/benchmark25_linear_abstracted.yml	true	true	0.323318967	0.2646135260001756	142.974976	7.545654						true	11.620299989	4.46497031400213	282.157056	167.845032
loop-zilu/benchmark26_linear.yml	true	true	0.375351578	0.30731918099627364	216.944640	9.095215						true	11.764210597	4.942365234004683	306.642944	174.408020
loop-zilu/benchmark26_linear_abstracted.yml	true	true	0.32367196	0.25268853300076444	142.868480	7.368408						true	10.893523828	4.466835348997847	276.254720	162.150269
loop-zilu/benchmark32_linear.yml	true	false	0.656808239	0.5164583979931194	289.570816	14.931274						true	11.136406461	4.4592339000009815	273.350656	163.692932
loop-zilu/benchmark33_linear.yml	true	true	0.399875769	0.3325956769986078	269.623296	9.523499						true	11.139546124	4.392814960003307	275.300352	163.561279
loop-zilu/benchmark34_conjunctive.yml	true	true	0.478661663	0.4128045419929549	394.121216	11.698853						true	14.020856136	5.863933052001812	316.272640	206.665466
loop-zilu/benchmark35_linear.yml	true	true	0.401076555	0.33551295299548656	269.742080	9.279846						true	10.887263633	4.771098023004015	268.976128	166.024414
loop-zilu/benchmark37_conjunctive.yml	true	true	0.400159309	0.3370512539986521	252.231680	9.741760						true	11.878033211	4.905314652998641	287.027200	175.194885
loop-zilu/benchmark43_conjunctive.yml	true	true	0.423151816	0.3667871500074398	305.676288	10.084839						true	12.780689545	5.1463794090013835	313.569280	184.207092
loop-zilu/benchmark43_conjunctive_abstracted.yml	true	false	0.342994905	0.27206658299837727	177.823744	7.865784						true	12.092576519	4.881157821997476	288.120832	177.727539
loop-zilu/benchmark51_polynomial.yml	true	false	0.685409242	0.5416660810005851	273.096704	15.649597						true	11.116345606	4.453358145001403	272.465920	161.797791
loop-zilu/benchmark52_polynomial.yml	true	true	0.391270834	0.32200154299789574	252.309504	9.251709						true	11.659486707	5.1734624880045885	289.677312	173.962402
nla-digbench/bresenham-ll.yml	true	true	2.216051128	2.1440492359979544	2272.526336	55.315796						true	18.690497504	7.747405239002546	363.765760	280.941956
nla-digbench/cohencu-ll.yml	true	true	4.865534371	4.731412553999689	4842.962944	122.016174						TIMEOUT	200.693961702	181.00642729300307	379.973632	4872.706543
nla-digbench/cohendiv-ll.yml	true	true	27.459049472	30.18886810699769	31391.973376	831.650330						true	18.463544104	8.200774046003062	348.643328	278.739929
nla-digbench/dijkstra-u.yml	true	TIMEOUT	180.675690158	181.05806084899814	1024.458752	4732.531616						TIMEOUT	196.771262611	181.00730298500275	361.398272	4940.049377
nla-digbench/divbin.yml	false	true	8.700383961	8.589315973993507	10026.795008	224.376221						TIMEOUT	207.120753358	181.00524057300208	548.315136	4960.474487
nla-digbench/divbin2.yml	true	TIMEOUT	181.244599609	181.1974341860041	4958.380032	4780.001160						TIMEOUT	196.392629977	181.00471332100278	417.652736	4908.605652
nla-digbench/egcd-ll.yml	true	true	17.860393865	17.72146164199512	20729.712640	449.365356						true	41.184575481	26.448362032999285	328.048640	793.839355
nla-digbench/egcd2-ll.yml	true	TIMEOUT	181.422579536	181.29148456999974	8010.498048	4654.354858						TIMEOUT	203.890993243	181.00433698099368	421.457920	5044.178650
nla-digbench/egcd3-ll.yml	true	TIMEOUT	181.43114635	181.35810168601165	10349.780992	4767.061768						TIMEOUT	202.298481524	181.00909460500407	422.227968	5117.616211
nla-digbench/fermat1-ll.yml	true	TIMEOUT	181.152691937	181.06284136099566	1454.460928	5195.333191						true	21.3195887	13.384937041999365	310.018048	404.554749
nla-digbench/fermat2-ll.yml	true	true	57.645736666	57.5182664150052	2233.204736	1602.696533						true	17.398025736	10.063851589999103	323.690496	314.891785
nla-digbench/geo1-ll.yml	true	true	1.445417552	1.311573621002026	1268.785152	36.146790						true	13.052396407	5.773709883993433	320.401408	195.165527
nla-digbench/geo1-u.yml	false	true	1.026901576	0.9669210880092578	1115.344896	26.302917						false(unreach-call)	14.682432251	7.220081690997176	309.399552	240.037537
nla-digbench/geo2-ll.yml	true	true	0.689403299	0.6324282020068495	655.630336	17.341064						true	13.139411773	5.8182939079997595	314.343424	197.638184
nla-digbench/geo3-ll.yml	true	true	0.78534759	0.7264562390046194	750.104576	20.675232						true	13.518292076	6.079565009997168	312.119296	205.751770
nla-digbench/hard-ll.yml	true	TIMEOUT	181.21069751	181.08853916999942	1957.957632	4779.711670						TIMEOUT	205.849121447	181.0048120030042	444.420096	4992.207886
nla-digbench/hard-u.yml	false	TIMEOUT	181.211683296	181.07418072600558	1564.606464	4674.288330						TIMEOUT	201.544464157	181.00608807899698	456.810496	4957.484558
nla-digbench/hard2.yml	true	true	11.291905106	11.230471928007319	15102.963712	285.331238						TIMEOUT	208.955853635	181.0048142759988	519.880704	5107.152527
nla-digbench/lcm1.yml	true	TIMEOUT	181.39112646	181.25801825099916	6915.604480	4865.453247						TIMEOUT	188.672697087	181.0048830300002	342.069248	4832.668518
nla-digbench/lcm2.yml	true	TIMEOUT	181.342051667	181.2026510410069	5100.789760	4693.690430						TIMEOUT	189.216388629	181.00804688299831	357.031936	4726.049194
nla-digbench/mannadiv.yml	true	true	2.577397733	2.438076695005293	2696.859648	62.809570						true	13.894343558	5.801236572995549	292.085760	202.789001
nla-digbench/prod4br-ll.yml	true	TIMEOUT	181.526821523	181.3953052959987	11850.964992	4638.827820						true	24.381694389	11.630947862999164	331.309056	393.479797
nla-digbench/prodbin-ll.yml	true	TIMEOUT	181.14245872	181.0381603190035	728.399872	4738.469055						TIMEOUT	202.46666167	181.0044064909962	583.958528	4966.904907
nla-digbench/ps2-ll.yml	true	true	0.764281401	0.6937838809972163	757.194752	18.847473						true	12.553513752	5.541980252004578	311.783424	189.150452
nla-digbench/ps3-ll.yml	true	true	45.671701171	45.537966221992974	3911.450624	1220.303284						true	12.602866736	5.708231534998049	319.705088	190.194153
nla-digbench/ps4-ll.yml	true	true	18.855306681	18.729262851993553	3508.764672	521.860779						TIMEOUT	196.270906343	181.00515065999934	411.484160	4819.687683
nla-digbench/ps5-ll.yml	true	true	109.991610132	109.853328134006	5498.880000	2970.444336						TIMEOUT	195.117594026	181.00441140899784	444.121088	4814.934875
nla-digbench/ps6-ll.yml	true	TIMEOUT	181.212797225	181.11458813599893	2647.207936	5020.274292						TIMEOUT	195.384745319	181.0080980430066	575.524864	4873.010315
nla-digbench/sqrt1-ll.yml	true	true	1.499978375	1.4312372940039495	1593.995264	38.846191						true	16.497138144	6.908267961000092	303.878144	246.347229
openssl-simplified/s3_srvr_1b.cil.yml	true	false	1.160874658	1.0965741870022612	777.637888	28.698608						true	12.609231521	4.906635662999179	278.786048	181.396606
recursive/Ackermann01-2.yml	true	false	1.376885994	1.2556536390038673	859.320320	34.328918						true	27.895930579	10.892526554001961	361.259008	406.933105
recursive/Ackermann02.yml	false	false	1.361812174	1.2262894279992906	823.132160	34.166382						false(unreach-call)	13.893966251	5.678675447998103	306.118656	201.916809
recursive/Ackermann03.yml	true	false	1.370219781	1.239233496991801	858.902528	33.794067						true	90.019156871	44.430900540995935	806.727680	1576.084045
recursive/Ackermann04.yml	true	false	1.378739189	1.2390441470051883	859.123712	33.036072						true	60.474205053	27.362283677997766	694.247424	994.855286
recursive/Addition01-2.yml	true	true	0.979114688	0.8392386920022545	640.819200	22.931702						true	15.143271896	5.958764642004098	324.788224	220.082336
recursive/Addition02.yml	false	false	0.993260909	0.860462679003831	641.490944	23.704041						false(unreach-call)	12.46072125	4.812220009996963	274.956288	180.302429
recursive/Addition03-1.yml	true	true	0.946384592	0.8067877889989177	570.359808	22.606812						TIMEOUT	253.27073062	181.0058462800007	1851.052032	5912.541199
recursive/BallRajamani-SPIN2000-Fig1.yml	false	false	0.866191072	0.726251397994929	408.260608	20.341248						false(unreach-call)	11.884048481	4.941134873995907	312.373248	177.306030
recursive/EvenOdd01-1.yml	true	unknown	1.105483801	0.9745929259952391	701.939712	26.374084						TIMEOUT	260.151626091	181.00453263799864	1074.077696	5836.316711
recursive/EvenOdd03.yml	false	unknown	1.104668127	0.9634151689970167	701.308928	26.772888						false(unreach-call)	10.871020202	4.281663262998336	254.664704	159.099365
recursive/Fibonacci01-1.yml	true	false	1.011339733	0.8752879540115828	594.841600	23.878723						true	21.118558891	8.522471700998722	326.119424	304.105164
recursive/Fibonacci02.yml	true	false	0.966591729	0.8231291599950055	524.472320	22.652039						true	95.506559717	47.43065704200126	1224.458240	1632.773560
recursive/Fibonacci03.yml	true	false	1.015437887	0.879594106998411	595.013632	23.940491						true	144.646778485	94.83404213599715	1364.725760	3034.832520
recursive/Fibonacci04.yml	false	false	0.995949132	0.8559790269937366	559.611904	23.803528						false(unreach-call)	24.257687353	9.568703779994394	370.495488	350.480530
recursive/Fibonacci05.yml	false	false	0.995798741	0.863155518003623	559.759360	23.972473						false(unreach-call)	32.334984985	12.093038426995918	435.261440	464.076294
recursive/McCarthy91-1.yml	false	false	0.846307521	0.7180334000004223	477.978624	20.309692						false(unreach-call)	10.042888093	4.239472007000586	270.442496	152.714661
recursive/McCarthy91-2.yml	true	false	0.845934854	0.7104927930049598	478.015488	19.921265						true	14.583182491	5.678236601997924	338.132992	210.122498
recursive/MultCommutative-2.yml	true	false	1.108359164	0.9711578110000119	736.477184	26.878540						TIMEOUT	262.242916231	181.00721470700228	1361.182720	5828.385803
recursive/Primes.yml	true	false	2.617550975	2.4780759279965423	1806.856192	66.485535						true	30.738935737	12.031829334999202	407.883776	444.021118
recursive/gcd01-1.yml	true	false	1.362075668	1.2380485399917234	811.573248	35.031189						true	15.244435385	6.204626225000538	313.413632	222.570190
recursive/gcd02.yml	true	true	2.331497072	2.1940546719997656	1466.413056	58.766968						TIMEOUT	239.64415773	181.00453513999673	1474.973696	5262.532349
recursive/recHanoi01.yml	true	false	2.117612571	1.9801016709971009	1115.684864	53.294739						TIMEOUT	254.001111743	181.00575868099986	1188.503552	5850.922668
recursive/recHanoi02-2.yml	true	false	1.068637604	0.9297377500042785	643.473408	25.450867						true	12.436959093	5.0079480779968435	309.313536	179.302490
recursive/recHanoi03-2.yml	true	false	1.061888634	0.9251669680088526	642.969600	25.615540						true	71.117441793	33.652563636002014	979.480576	1219.068054
recursive-simple/afterrec-1.yml	false	true	0.708715745	0.5702461899927584	315.113472	16.361877						false(unreach-call)	12.187230794	4.894610941002611	308.039680	177.382202
recursive-simple/afterrec-2.yml	true	true	0.695438499	0.5744586070068181	315.428864	16.405457						true	11.087592153	4.6934619460007525	280.580096	167.740723
recursive-simple/afterrec_2calls-1.yml	false	true	0.912641926	0.7828971769922646	576.925696	21.581177						false(unreach-call)	10.990168722	4.535692115001439	289.878016	162.587646
recursive-simple/afterrec_2calls-2.yml	true	true	0.903688553	0.7749772150127683	576.897024	21.738525						true	10.419200374	4.393477204997907	266.637312	155.591125
recursive-simple/fibo_10-1.yml	false	false	0.979050265	0.8405050000001211	524.091392	23.401062						false(unreach-call)	63.542577141	25.953927308997663	902.254592	971.118164
recursive-simple/fibo_10-2.yml	true	false	0.967096504	0.8271835009945789	524.304384	22.642090						true	172.659733186	111.30001804399944	2003.189760	3517.535950
recursive-simple/fibo_15-1.yml	true	false	0.967238529	0.8287440929998411	524.296192	24.457825						TIMEOUT	244.366848756	181.00591638499463	2258.280448	5307.509644
recursive-simple/fibo_15-2.yml	false	false	0.972570744	0.8469929120037705	523.935744	28.275330						TIMEOUT	245.743153301	181.00573207200068	2115.301376	5314.738708
recursive-simple/fibo_20-1.yml	false	false	0.974252755	0.8437119169975631	524.132352	23.169373						TIMEOUT	250.91205011	181.00601274400105	2271.215616	5385.374329
recursive-simple/fibo_20-2.yml	true	false	0.966324535	0.8265603220061166	524.734464	22.718262						TIMEOUT	238.835270516	181.006106077999	1989.607424	5283.815369
recursive-simple/fibo_25-1.yml	false	false	0.973107166	0.8316148559970316	524.378112	23.168274						TIMEOUT	244.832386385	181.0051699830001	2263.371776	5305.413696
recursive-simple/fibo_25-2.yml	true	false	0.963526999	0.8263368289917707	524.255232	22.569031						TIMEOUT	243.832205825	181.004801709998	2459.500544	5307.855103
recursive-simple/fibo_2calls_10-1.yml	true	false	1.234836903	1.0971055809932295	670.416896	30.149048						true	222.319174862	147.5069229189976	1781.522432	4602.721924
recursive-simple/fibo_2calls_10-2.yml	false	false	1.231455401	1.0924640129960608	670.027776	30.252380						false(unreach-call)	124.317064999	71.4942330010017	1711.960064	2354.632690
recursive-simple/fibo_2calls_15-1.yml	false	false	1.236705441	1.0943523989990354	670.023680	29.565063						TIMEOUT	250.877449027	181.00449016300263	2738.327552	5359.129028
recursive-simple/fibo_2calls_15-2.yml	true	false	2.806280114	2.6650767880055355	724.361216	70.429199						TIMEOUT	248.145559069	181.00502475199755	2627.670016	5379.170593
recursive-simple/fibo_2calls_2-1.yml	false	false	1.22263471	1.0822216689994093	668.815360	29.937073						false(unreach-call)	13.278466374	5.346403415998793	312.774656	191.489319
recursive-simple/fibo_2calls_2-2.yml	true	false	1.199933256	1.0576949940004852	668.819456	29.008667						true	17.789740453	7.18819468300353	317.288448	256.083618
recursive-simple/fibo_2calls_20-1.yml	false	false	1.230220223	1.0906146160123171	669.855744	29.906494						TIMEOUT	253.403961634	181.00826437800424	2400.894976	5362.528320
recursive-simple/fibo_2calls_20-2.yml	true	false	1.330267375	1.1908050710044336	671.428608	32.089233						TIMEOUT	252.028356523	181.00590234099946	2588.934144	5427.496277
recursive-simple/fibo_2calls_25-1.yml	false	false	1.228045899	1.0928929729998345	670.134272	29.674316						TIMEOUT	254.764275949	181.0048364040049	2690.736128	5416.910522
recursive-simple/fibo_2calls_25-2.yml	true	false	1.329997385	1.2006429149914766	671.326208	33.059448						TIMEOUT	253.827380239	181.00607260599645	2560.753664	5450.156738
recursive-simple/fibo_2calls_4-1.yml	true	false	1.230477143	1.0988213649980025	668.594176	29.537598						true	32.329909942	13.399721406996832	418.439168	476.790955
recursive-simple/fibo_2calls_4-2.yml	false	false	1.204022774	1.0732799629913643	668.999680	29.615112						false(unreach-call)	25.617921086	10.536710862994369	394.899456	376.841858
recursive-simple/fibo_2calls_5-1.yml	true	false	1.199762081	1.0625362629943993	668.958720	29.273254						true	43.744618545	17.814732355996966	458.424320	656.925537
recursive-simple/fibo_2calls_5-2.yml	false	false	1.206613267	1.0696263120044023	669.106176	28.837036						false(unreach-call)	30.953699164	12.600622289995954	411.160576	457.651306
recursive-simple/fibo_2calls_6-1.yml	true	false	1.459772126	1.3153321700083325	676.962304	35.092163						true	52.253814688	21.061670875002164	608.808960	778.050415
recursive-simple/fibo_2calls_6-2.yml	false	false	1.300712271	1.1555257889995119	671.322112	31.700500						false(unreach-call)	33.458626232	13.638371141001699	448.225280	498.399048
recursive-simple/fibo_2calls_8-1.yml	true	false	1.332909401	1.1928150649910094	671.129600	32.208130						true	105.088155769	51.87986017100047	1329.758208	1817.626465
recursive-simple/fibo_2calls_8-2.yml	false	false	1.224926977	1.0839495249965694	669.728768	29.424988						false(unreach-call)	77.051041793	36.22902449099638	1042.890752	1284.349609
recursive-simple/fibo_5-1.yml	true	false	0.964016912	0.8314308120025089	524.447744	22.976868						true	35.230604787	13.504062578998855	479.207424	502.799194
recursive-simple/fibo_5-2.yml	false	false	0.978587743	0.8498164630000247	524.193792	23.396240						false(unreach-call)	24.49523975	9.60558416999993	364.859392	349.981873
recursive-simple/fibo_7-1.yml	true	false	0.963739532	0.8259986299963202	524.345344	23.034912						true	58.31767022	23.208554719996755	715.563008	873.409607
recursive-simple/fibo_7-2.yml	false	false	0.978641345	0.8410810130008031	524.189696	23.072510						false(unreach-call)	28.361995159	11.072748105005303	413.925376	408.868042
recursive-simple/id2_b2_o3.yml	true	false	0.944010252	0.8041852150054183	539.566080	22.597168						true	15.271709481	5.9892126159975305	311.255040	220.663574
recursive-simple/id2_b3_o2.yml	false	false	0.948380794	0.8255326099897502	539.762688	22.730835						false(unreach-call)	14.308904374	5.29478781799844	288.571392	205.008850
recursive-simple/id2_b3_o5.yml	true	false	0.948788756	0.8149246380053228	540.119040	22.317505						true	15.70574573	6.006492248998256	346.882048	222.648804
recursive-simple/id2_b5_o10.yml	true	false	0.956801616	0.824772029009182	539.619328	22.485840						true	14.925811449	5.840592652006308	334.254080	214.350525
recursive-simple/id2_i5_o5-1.yml	false	false	0.845694374	0.7083622380014276	478.674944	19.635437						false(unreach-call)	18.656571791	7.541416084997763	356.708352	269.944702
recursive-simple/id2_i5_o5-2.yml	true	true	0.84205075	0.6995706559973769	478.674944	19.717529						true	25.107295251	9.902029734003008	353.157120	362.054504
recursive-simple/id_b2_o3.yml	true	false	0.875968622	0.7417704550025519	450.035712	20.507446						true	12.905771822	5.199483085001702	306.749440	187.734680
recursive-simple/id_b3_o2-2.yml	false	false	0.878879301	0.740430046003894	450.281472	20.699097						false(unreach-call)	14.4029854	5.909741318995657	314.445824	210.814087
recursive-simple/id_b3_o5-2.yml	true	false	0.876762561	0.7391265119949821	450.154496	20.405090						true	12.703372671	5.224945659996592	311.803904	186.399963
recursive-simple/id_b5_o10-2.yml	true	false	0.875327747	0.7439638359937817	450.211840	21.811890						true	13.304731736	5.28817576700385	297.324544	191.630127
recursive-simple/id_i10_o10-1.yml	false	false	0.784958101	0.6623575779958628	389.115904	19.364563						false(unreach-call)	27.599495647	11.507555332995253	361.418752	416.368896
recursive-simple/id_i10_o10-2.yml	true	true	0.780733601	0.6544093760021497	389.668864	18.971313						true	45.991867233	20.259989322003094	484.950016	714.401794
recursive-simple/id_i15_o15-1.yml	true	true	0.77638982	0.6436611599929165	389.644288	18.130737						true	89.57259246	48.77731693899841	856.977408	1655.824280
recursive-simple/id_i15_o15-2.yml	false	false	0.784672636	0.6441592289920663	389.001216	18.577759						false(unreach-call)	28.683025024	11.794401133003703	376.496128	432.216187
recursive-simple/id_i20_o20-1.yml	true	true	0.774782718	0.6396508879988687	389.607424	18.181824						true	180.625118921	117.32457255500049	1494.810624	3853.689087
recursive-simple/id_i20_o20-2.yml	false	false	0.777198611	0.6457092019991251	389.054464	18.388123						false(unreach-call)	50.098937525	24.82653936099814	470.413312	875.530640
recursive-simple/id_i25_o25-1.yml	true	true	0.77430683	0.6387119980063289	389.496832	18.101990						TIMEOUT	254.72941834	181.0046349730037	1747.849216	5846.798767
recursive-simple/id_i25_o25-2.yml	false	false	0.781649242	0.6532422830059659	389.083136	18.398193						false(unreach-call)	50.711759891	25.295022566002444	538.054656	888.333557
recursive-simple/id_i5_o5-1.yml	false	false	0.784507472	0.6518178920086939	389.259264	18.353516						false(unreach-call)	16.239971859	6.729374681999616	322.011136	235.757385
recursive-simple/id_i5_o5-2.yml	true	true	0.775353702	0.6352953310124576	389.505024	18.109741						true	23.097251861	9.457370323994837	411.852800	335.605774
recursive-simple/id_o10.yml	false	false	0.783677023	0.6444319529982749	389.177344	17.909119						false(unreach-call)	22.376416932	9.450681845999497	317.898752	343.889587
recursive-simple/id_o100.yml	false	false	0.784028878	0.6469975330110174	389.038080	18.357483						TIMEOUT	201.091138258	181.00481338800455	429.473792	4900.630371
recursive-simple/id_o1000.yml	false	false	0.78497311	0.6469843580125598	389.042176	18.292542						TIMEOUT	200.910455762	181.00462102399615	414.220288	4842.528381
recursive-simple/id_o20.yml	false	false	0.782913475	0.6496952229936142	389.091328	18.223755						false(unreach-call)	158.259938219	137.072823651004	425.226240	3739.572815
recursive-simple/id_o200.yml	false	false	0.785699783	0.648505404999014	389.042176	18.031738						TIMEOUT	200.733827276	181.0069384390008	445.292544	4910.580933
recursive-simple/id_o3.yml	false	false	0.781376763	0.6458071260130964	388.972544	18.346619						false(unreach-call)	12.648436427	5.2010949950054055	305.192960	182.058594
recursive-simple/sum_10x0-1.yml	true	true	0.831538207	0.6933781639963854	390.049792	19.601929						true	52.677794975	23.03476701600448	506.687488	825.143555
recursive-simple/sum_10x0-2.yml	false	false	0.838176452	0.6971197809907608	389.537792	19.638367						false(unreach-call)	39.125860402	17.443022764004127	430.555136	616.255615
recursive-simple/sum_15x0-1.yml	true	true	0.829291748	0.6922274890093831	389.931008	19.737915						true	93.35270548	47.90584853399923	876.724224	1666.692078
recursive-simple/sum_15x0-2.yml	false	false	0.839167572	0.6984928490128368	389.693440	19.767578						false(unreach-call)	81.135423318	44.21257613000489	791.080960	1508.496765
recursive-simple/sum_20x0-1.yml	false	false	0.836397182	0.697195222004666	389.619712	19.805054						false(unreach-call)	197.535343105	135.983556924999	1505.329152	4414.096924
recursive-simple/sum_20x0-2.yml	true	true	0.827843774	0.6904917140054749	389.656576	19.161072						true	180.700646518	117.2727052919945	1493.606400	3876.164124
recursive-simple/sum_25x0-1.yml	true	true	0.828273049	0.6918798289989354	389.615616	19.628113						TIMEOUT	259.338313946	181.0094001000034	1667.915776	5904.828308
recursive-simple/sum_25x0-2.yml	false	false	0.836318092	0.6929815509938635	389.513216	19.580627						TIMEOUT	253.605169092	181.00684597899817	1673.064448	5830.925293
recursive-simple/sum_2x3-1.yml	false	false	0.842798206	0.7156533730012598	389.541888	19.949951						false(unreach-call)	12.33516001	5.1290930429968284	303.132672	179.888367
recursive-simple/sum_2x3-2.yml	true	true	0.833621201	0.7089807430020301	389.873664	19.508667						true	19.332789979	7.326925048997509	361.902080	275.941833
recursive-simple/sum_non_eq-2.yml	true	true	0.857204974	0.7313558750029188	409.878528	20.352600						true	15.535104335	5.960060206998605	291.037184	222.023926
recursive-simple/sum_non_eq-3.yml	false	false	0.860032911	0.7220694499992533	409.784320	20.197205						false(unreach-call)	10.152887465	4.198336216999451	270.237696	152.109497
