4.821117 2.632352
6.001766 3.139334
7.448230 3.720371
8.755259 3.729772
10.141688 6.382487
1.433165 201.070790
1.639008 201.071579
11.949035 7.587067
1.153604 0.683596
1.694330 0.958704
2.320190 1.169204
3.076038 1.575976
3.993702 2.106961
201.015529 0.315641
0.261705 0.302095
0.538210 0.683872
0.314894 0.321772
0.315037 0.314607
201.017163 0.359327
1.857015 2.130248
17.687427 0.358122
0.317676 0.293707
0.752553 0.347272
1.017755 0.312790
0.707401 0.606820
0.328393 0.322524
0.341555 0.344206
0.274139 0.265088
0.817476 0.528136
0.925774 0.519289
0.477957 0.698260
0.462540 0.670370
0.501660 0.519172
0.778638 0.628981
0.649560 0.589313
0.634509 0.254255
0.597280 0.256466
0.269883 0.434471
0.276229 0.426820
0.419614 0.319103
0.405165 1.888494
650.607188 0.228245
201.020211 0.321565
0.224186 0.484216
201.015399 0.329815
201.014970 0.495264
201.016598 201.027262
201.025438 0.290562
201.025513 1.949823
0.298378 0.400869
0.271755 201.031956
0.426811 0.291328
0.428736 201.031070
0.323661 201.029949
201.022196 201.134181
201.020382 201.149815
0.308998 201.022455
0.349307 0.221556
201.019566 0.297358
0.232139 0.229149
201.019123 0.280865
0.243424 0.229980
0.276097 201.022100
0.246660 0.455119
0.258587 0.461146
0.498754 201.023907
0.496190 0.223695
201.021107 0.317182
0.234376 0.231270
201.022085 0.332207
0.231246 0.732284
0.560837 0.334585
0.740617 0.323720
0.542818 0.366602
0.736073 0.393871
0.325369 0.651842
0.332291 0.430036
201.038484 201.163300
201.028103 201.095515
1.750195 3.747014
1.603927 2.239870
2.125492 13.379632
1.418464 201.212168
7.116334 201.296645
201.204246 3.377561
201.280929 3.408710
1.776031 2.013233
2.026949 0.408099
0.846574 0.619987
0.390760 0.446711
201.035932 201.103180
0.428173 44.612324
2.455410 44.919666
46.758378 0.779218
46.508978 0.529317
1.441472 0.577565
0.511833 0.545170
0.503594 201.525479
0.491211 0.714944
0.798444 0.783604
0.663303 0.573402
201.036818 0.512520
0.546697 0.404154
201.034729 0.386266
0.381801 0.407641
201.025468 0.330834
0.376877 0.422484
0.541330 0.651225
201.023825 0.408774
0.563563 0.825429
0.420821 0.587338
0.658990 201.034299
0.382830 201.099958
201.038355 201.027443
201.092959 0.512605
201.023884 201.024570
0.410049 0.373109
201.022955 0.385520
0.441897 0.444809
0.450158 0.354805
0.435764 0.372356
0.413432 0.393586
201.025283 0.388884
201.025538 0.419180
201.025254 0.303007
201.028737 0.315782
201.019917 0.303631
201.021612 0.389529
201.021358 0.535030
201.022306 0.402342
201.027579 0.500021
0.391956 0.409992
0.467561 0.381178
0.399481 201.033058
0.370846 0.500881
201.022539 0.314463
0.533496 0.364370
0.415679 0.299585
0.715265 0.306670
0.702121 0.705767
0.391537 0.712497
0.390710 0.306869
0.325274 0.309329
0.296164 201.090131
0.315055 0.317525
0.655582 0.333335
0.661295 0.536915
0.311931 0.843722
0.307104 1.290891
1.478682 1.884601
0.771726 2.673114
0.565593 0.324412
0.499918 0.254671
0.632416 0.385155
0.792457 201.021705
0.989415 0.387596
1.226128 0.405209
0.335917 0.345736
0.262441 0.286563
201.025802 0.322550
201.019986 0.357318
201.026612 0.374757
0.409286 0.413993
0.400662 0.405120
0.285243 0.354890
0.335486 0.335791
0.331901 0.249339
0.438118 0.306212
0.485115 0.264563
0.387090 0.662088
201.026413 0.332988
1.633194 0.407869
0.258567 0.330135
0.360378 0.330111
0.264441 0.354533
0.533558 0.281121
0.390841 0.649492
0.492683 0.324170
0.359580 201.048384
0.308920 4.676372
0.555336 10.867315
0.292977 201.044369
0.528716 201.305741
0.297034 201.218112
0.331411 201.627330
0.727286 175.117448
0.725119 201.305776
0.742137 201.057369
0.538332 51.950522
0.361730 1.331134
0.637300 1.413001
0.804021 0.619992
0.926202 1.426163
0.652214 201.077534
0.489012 201.066669
0.499697 2.864958
0.323860 201.211632
0.343090 201.176111
0.323698 2.403518
0.749076 201.251985
0.753170 0.671242
0.569474 0.687737
0.836317 45.327672
0.554639 18.438680
0.514176 201.079052
0.745296 201.095010
0.501497 1.403835
0.337770 14.965118
0.472056 1.402654
0.483913 1.233775
0.495394 9.910850
0.496190 0.826422
0.410290 0.861165
