1 0.224186
2 0.231246
3 0.232139
4 0.234376
5 0.243424
6 0.246660
7 0.258567
8 0.258587
9 0.261705
10 0.262441
11 0.264441
12 0.269883
13 0.271755
14 0.274139
15 0.276097
16 0.276229
17 0.285243
18 0.292977
19 0.296164
20 0.298378
21 0.307104
22 0.308920
23 0.308998
24 0.311931
25 0.314894
26 0.315037
27 0.315055
28 0.317676
29 0.323661
30 0.325274
31 0.325369
32 0.328393
33 0.331901
34 0.332291
35 0.335486
36 0.335917
37 0.341555
38 0.359580
39 0.360378
40 0.376877
41 0.381801
42 0.382830
43 0.387090
44 0.390760
45 0.390841
46 0.391537
47 0.400662
48 0.405165
49 0.409286
50 0.410049
51 0.413432
52 0.415679
53 0.419614
54 0.420821
55 0.428173
56 0.435764
57 0.438118
58 0.441897
59 0.450158
60 0.462540
61 0.477957
62 0.485115
63 0.491211
64 0.492683
65 0.496190
66 0.498754
67 0.501660
68 0.503594
69 0.511833
70 0.528716
71 0.533558
72 0.541330
73 0.542818
74 0.546697
75 0.555336
76 0.560837
77 0.565593
78 0.569474
79 0.597280
80 0.634509
81 0.658990
82 0.661295
83 0.663303
84 0.736073
85 0.740617
86 0.749076
87 0.752553
88 0.771726
89 0.778638
90 0.836317
91 0.925774
92 1.017755
93 1.153604
94 1.433165
95 1.441472
96 1.603927
97 1.633194
98 1.639008
99 1.694330
100 1.750195
101 1.776031
102 1.857015
103 2.026949
104 2.125492
105 2.320190
106 2.455410
107 3.076038
108 3.993702
109 4.821117
110 6.001766
111 7.116334
112 7.448230
113 8.755259
114 10.141688
115 11.949035
116 17.687427
117 46.508978
118 46.758378
